;source_policydoc;impact_policydoc;impact_type;impact_weight;justification;European Climate Law;European Climate Law.1;+2;The European Climate Law sets a binding target of at least 55% greenhouse gas emissions reduction by 2030, which will likely reinforce the Energy from Renewable Sources target of at least 42.5% of the Union's energy consumption coming from renewable sources by 2030.;A Farm to Fork Strategy;Circular Economy Action Plan;+;2;The implementation of the Circular Economy Action Plan can reinforce the Farm to Fork Strategy by promoting sustainable food systems, reducing food waste, and increasing organic farming, which can aid in achieving the strategy's targets.;"source_policydoc;impact_policydoc;impact_type;impact_weight;justification
EU Biodiversity Strategy for 2030;Directive 2010/75/EU of the European Parliament and of the Council;+;2;The EU Biodiversity Strategy for 2030 aims to protect and restore ecosystems, which can reinforce the implementation of the Directive 2010/75/EU of the European Parliament and of the Council by ensuring that industrial activities do not harm biodiversity.
EU Biodiversity Strategy for 2030;On the quality of water intended for human consumption;+;1;The EU Biodiversity Strategy for 2030 can enable the achievement of the On the quality of water intended for human consumption by protecting aquatic ecosystems.
On Nature Restoration;Pathway to a Healthy Planet for All EU Action Plan;+;3;The On Nature Restoration policy document can significantly aid the Pathway to a Healthy Planet for All EU Action Plan by restoring ecosystems and enhancing biodiversity.
EU Biodiversity Strategy for 2030;European assessment framework for ‘safe and sustainable by design’ chemicals and materials;+;2;The EU Biodiversity Strategy for 2030 can reinforce the European assessment framework for ‘safe and sustainable by design’ chemicals and materials by promoting sustainable practices.
On Nature Restoration;On reporting of environmental data from industrial installations and establishing an Industrial Emissions Portal;+;1;The On Nature Restoration policy document can enable the On reporting of environmental data from industrial installations and establishing an Industrial Emissions Portal by providing data on ecosystem restoration.
EU Biodiversity Strategy for 2030;on ambient air quality and cleaner air for Europe;+;2;The EU Biodiversity Strategy for 2030 can aid the on ambient air quality and cleaner air for Europe by reducing air pollution from industrial activities.
On Nature Restoration;Pathway to a Healthy Planet for All EU Action Plan;+;3;The On Nature Restoration policy document is crucial for the Pathway to a Healthy Planet for All EU Action Plan as it restores ecosystems and promotes biodiversity conservation.
EU Soil Strategy for 2030;On Nature Restoration;+;2;The EU Soil Strategy for 2030 can reinforce the On Nature Restoration by protecting soil health and promoting sustainable land use.
Regulation on plant reproductive material;EU Biodiversity Strategy for 2030;+;1;The Regulation on plant reproductive material can enable the EU Biodiversity Strategy for 2030 by ensuring the use of sustainable plant reproductive materials in agriculture.
Ensuring resilient and sustainable use of EU's natural resources;EU Biodiversity Strategy for 2030;+;3;The Ensuring resilient and sustainable use of EU's natural resources policy document can significantly aid the EU Biodiversity Strategy for 2030 by promoting sustainable resource use and reducing the EU’s ecological footprint.
On Nature Restoration;Regulation on forest reproductive material;+;2;The On Nature Restoration policy document can reinforce the Regulation on forest reproductive material by restoring forests and promoting sustainable forestry practices.
EU Biodiversity Strategy for 2030;On Nature Restoration;+;3;The EU Biodiversity Strategy for 2030 is inextricably linked with the On Nature Restoration, as both aim to protect and restore ecosystems.
On Nature Restoration;On Nature Restoration;+;3;The On Nature Restoration policy document is self-reinforcing, as restoring ecosystems can further enable nature restoration.
On Nature Restoration;EU Biodiversity Strategy for 2030;+;3;The On Nature Restoration policy document can significantly aid the EU Biodiversity Strategy for 2030 by restoring ecosystems and promoting biodiversity conservation.";EU Biodiversity Strategy for 2030;The implementation of the Farm to Fork Strategy's targets on reducing the use of pesticides and fertilizers can reinforce the EU Biodiversity Strategy for 2030's target of protecting and restoring ecosystems and biodiversity, as reducing pollution from agricultural activities can aid in preserving and restoring natural habitats.;Energy from Renewable Sources;On ensuring a level playing field for sustainable air transport;The implementation of the Energy from Renewable Sources target of at least 49% of energy from renewable sources in the building sector in 2030 can reinforce the On ensuring a level playing field for sustainable air transport target of at least 2% of aviation fuels from green by 2030, as increased renewable energy production can lead to lower emissions and support the transition to sustainable air transport.;" ""impact_policydoc""";" ""impact_type""";" ""impact_weight""";" ""justification""";The implementation of the renewable energy targets in the Energy from Renewable Sources policy document can reinforce the EU Biodiversity Strategy for 2030 by promoting sustainable land-use and reducing pollution from fossil fuels, thus creating a favourable environment for biodiversity conservation and restoration.;Concerning batteries and waste batteries;The implementation of the Circular Economy Action Plan can reinforce the targets of Concerning batteries and waste batteries by promoting the recycling and reuse of batteries and waste batteries, thus reducing waste and the demand for primary materials.;On packaging and packaging waste;Reinforcing;The Circular Economy Action Plan aims to reduce packaging waste, which is a key aspect of the 'On packaging and packaging waste' policy document, thereby reinforcing its goals.;The implementation of the Circular Economy Action Plan can reinforce the EU Biodiversity Strategy for 2030 by promoting sustainable consumption patterns, reducing waste, and encouraging the sharing, leasing, and collaborative consumption of products, which can lead to a decrease in the demand for primary materials and help achieve biodiversity conservation targets.;The implementation of the Circular Economy Action Plan can reinforce the Energy from Renewable Sources policy document by promoting sustainable production and consumption patterns, which can lead to increased demand for renewable energy sources.
320;On circularity requirements for vehicle design;Net Zero Industry Act;+;2;The proposal for a Regulation on circularity requirements for vehicle design can reinforce the Net Zero Industry Act, as it sets a framework for the reduction of emissions from the transport sector, which can lead to a reduction in emissions from the industry sector.;;;;;;;;;;;;;;;;;;;;;;;;;;;
321;Critical Raw Materials;Amending Directive 2008/98/EC on waste;+;1;The Critical Raw Materials Act can aid in the achievement of the targets set in the amendment of the Waste Framework Directive, as it sets a framework for the reduction of waste and the increase of recycling, which can lead to an increase in the amount of critical raw materials recovered.;;;;;;;;;;;;;;;;;;;;;;;;;;;
322;Amending Directive 2008/98/EC on waste;On packaging and packaging waste;+;1;The amendment of the Waste Framework Directive can aid in the achievement of the packaging waste reduction targets set in the Packaging and Packaging Waste Directive, as it sets a framework for the reduction of waste, which can lead to a reduction in the amount of packaging waste generated.;;;;;;;;;;;;;;;;;;;;;;;;;;;
323;A Farm to Fork Strategy;European Climate Law;+;2;The Farm to Fork Strategy aims to reduce the environmental footprint of food systems, which is in line with the European Climate Law's goal of reducing greenhouse gas emissions. Implementing the Farm to Fork Strategy's targets can aid in achieving the European Climate Law's objectives.;;;;;;;;;;;;;;;;;;;;;;;;;;;
324;A Farm to Fork Strategy;Amending Directive 2003/87/EC;+;1;The Farm to Fork Strategy's focus on sustainable agriculture can enable the implementation of the amended Directive 2003/87/EC, which aims to reduce emissions from aviation.;;;;;;;;;;;;;;;;;;;;;;;;;;;
325;A Farm to Fork Strategy;Amending Regulations (EU) 2018/841;+;1;The Farm to Fork Strategy's emphasis on sustainable land use can facilitate the implementation of the amended Regulations (EU) 2018/841, which aim to reduce emissions from land use.;;;;;;;;;;;;;;;;;;;;;;;;;;;
326;A Farm to Fork Strategy;On an EU Strategy to reduce methane emissions;+;2;The Farm to Fork Strategy's targets on reducing methane emissions from agriculture can reinforce the EU Strategy to reduce methane emissions, which aims to decrease methane emissions from all sectors.;;;;;;;;;;;;;;;;;;;;;;;;;;;
327;A Farm to Fork Strategy;A Renovation Wave for Europe;+;1;The Farm to Fork Strategy's focus on energy efficiency in buildings can be enabled by the Renovation Wave for Europe, which aims to improve the energy performance of buildings.;;;;;;;;;;;;;;;;;;;;;;;;;;;
328;Concerning urban wastewater treatment (recast);A Farm to Fork Strategy;+;1;The recast of the urban wastewater treatment directive can aid in achieving the Farm to Fork Strategy's objectives on reducing pollution from agriculture.;;;;;;;;;;;;;;;;;;;;;;;;;;;
329;Amending Directive 2003/87/EC;A Farm to Fork Strategy;+;1;The amended Directive 2003/87/EC can facilitate the implementation of the Farm to Fork Strategy's targets on reducing emissions from aviation.;;;;;;;;;;;;;;;;;;;;;;;;;;;
330;Amending Regulations (EU) 2018/841;A Farm to Fork Strategy;+;1;The amended Regulations (EU) 2018/841 can aid in achieving the Farm to Fork Strategy's objectives on sustainable land use.;;;;;;;;;;;;;;;;;;;;;;;;;;;
331;On an EU Strategy to reduce methane emissions;A Farm to Fork Strategy;+;2;The EU Strategy to reduce methane emissions can reinforce the Farm to Fork Strategy's targets on reducing methane emissions from agriculture.;;;;;;;;;;;;;;;;;;;;;;;;;;;
332;A Renovation Wave for Europe;A Farm to Fork Strategy;+;1;The Renovation Wave for Europe can enable the implementation of the Farm to Fork Strategy's targets on energy efficiency in buildings.;;;;;;;;;;;;;;;;;;;;;;;;;;;
333;;;;;;;;;;;Concerning batteries and waste batteries;+;1.0;;;;;;;;;;;;;On packaging and packaging waste;The implementation of Concerning batteries and waste batteries can enable the targets of On packaging and packaging waste by promoting the recycling and reuse of packaging waste, thus reducing waste and the demand for primary materials.;;;;;
334;;;;;;;;;;;On packaging and packaging waste;+;1.0;;;;;;;;;;;;;Concerning batteries and waste batteries;The implementation of On packaging and packaging waste can enable the targets of Concerning batteries and waste batteries by promoting the recycling and reuse of packaging waste, thus reducing waste and the demand for primary materials.;;;;;
335;;;;;;;;;;;On packaging and packaging waste;-;2.0;;;;;;;;;;;;;Circular Economy Action Plan;The implementation of On packaging and packaging waste may counteract the targets of Circular Economy Action Plan by promoting the use of packaging materials that are not recyclable or reusable, thus increasing waste and the demand for primary materials.;;;;;
336;;;;;;;;;;;Concerning batteries and waste batteries;+;3.0;;;;;;;;;;;;;Critical Raw Materials;The implementation of Concerning batteries and waste batteries can reinforce the targets of Critical Raw Materials by promoting the recycling and reuse of critical raw materials, thus reducing the demand for primary materials and promoting a more circular economy.;;;;;
337;;;;;;;;;;;Critical Raw Materials;+;2.0;;;;;;;;;;;;;Net Zero Industry Act;The implementation of Critical Raw Materials can enable the targets of Net Zero Industry Act by promoting the use of critical raw materials in the production of net-zero technologies, thus reducing greenhouse gas emissions and promoting a more sustainable economy.;;;;;
338;;;;;;;;;;;Net Zero Industry Act;+;1.0;;;;;;;;;;;;;Amending Directive 2008/98/EC on waste;The implementation of Net Zero Industry Act can enable the targets of Amending Directive 2008/98/EC on waste by promoting the recycling and reuse of waste, thus reducing waste and the demand for primary materials.;;;;;
339;;;;;;;;;;;Amending Directive 2008/98/EC on waste;+;1.0;;;;;;;;;;;;;Circular Economy Action Plan;The implementation of Amending Directive 2008/98/EC on waste can enable the targets of Circular Economy Action Plan by promoting the recycling and reuse of waste, thus reducing waste and the demand for primary materials.;;;;;
340;;;;;;;;;;;European Climate Law;+;2.0;;;;;;;;;;;;;Concerning urban wastewater treatment (recast);The implementation of European Climate Law can reinforce the targets of Concerning urban wastewater treatment (recast) by promoting the reduction of greenhouse gas emissions and the protection of the environment, thus promoting a more sustainable economy.;;;;;
341;;;;;;;;;;;Concerning urban wastewater treatment (recast);+;1.0;;;;;;;;;;;;;Amending Directive 2003/87/EC;The implementation of Concerning urban wastewater treatment (recast) can enable the targets of Amending Directive 2003/87/EC by promoting the reduction of greenhouse gas emissions and the protection of the environment, thus promoting a more sustainable economy.;;;;;
342;;;;;;;;;;;Amending Directive 2003/87/EC;+;1.0;;;;;;;;;;;;;Amending Regulations (EU) 2018/842;The implementation of Amending Directive 2003/87/EC can enable the targets of Amending Regulations (EU) 2018/842 by promoting the reduction of greenhouse gas emissions and the protection of the environment, thus promoting a more sustainable economy.;;;;;
343;;;;;;;;;;;Amending Regulations (EU) 2018/842;+;2.0;;;;;;;;;;;;;European Climate Law;The implementation of Amending Regulations (EU) 2018/842 can reinforce the targets of European Climate Law by promoting the reduction of greenhouse gas emissions and the protection of the environment, thus promoting a more sustainable economy.;;;;;
344;;;;;;;;;;;On an EU Strategy to reduce methane emissions;+;1.0;;;;;;;;;;;;;A Renovation Wave for Europe;The implementation of On an EU Strategy to reduce methane emissions can enable the targets of A Renovation Wave for Europe by promoting the reduction of greenhouse gas emissions and the protection of the environment, thus promoting a more sustainable economy.;;;;;
345;;;;;;;;;;;A Renovation Wave for Europe;+;1.0;;;;;;;;;;;;;Amending Directive 2003/87/EC;The implementation of A Renovation Wave for Europe can enable the targets of Amending Directive 2003/87/EC by promoting the reduction of greenhouse gas emissions and the protection of the environment, thus promoting a more sustainable economy.;;;;;
346;Circular Economy Action Plan;On packaging and packaging waste;+;2;The Circular Economy Action Plan aims to reduce packaging waste, which is a key objective of the On packaging and packaging waste policy document, thereby reinforcing its implementation.;;;;;;;;;;;;;;;;;;;;;;;;;;;
347;Concerning batteries and waste batteries;On packaging and packaging waste;+;1;The Concerning batteries and waste batteries policy document sets recycling targets for batteries, which can enable the On packaging and packaging waste policy document to achieve its objectives related to packaging waste reduction.;;;;;;;;;;;;;;;;;;;;;;;;;;;
348;On packaging and packaging waste;Concerning batteries and waste batteries;+;1;The On packaging and packaging waste policy document sets recycling targets for packaging waste, which can enable the Concerning batteries and waste batteries policy document to achieve its objectives related to battery recycling.;;;;;;;;;;;;;;;;;;;;;;;;;;;
349;On circularity requirements for vehicle design;Critical Raw Materials;+;2;The On circularity requirements for vehicle design policy document promotes the use of recycled materials in vehicle production, which can aid in the achievement of the Critical Raw Materials policy document's objectives related to reducing primary material extraction.;;;;;;;;;;;;;;;;;;;;;;;;;;;
350;Critical Raw Materials;On circularity requirements for vehicle design;+;2;The Critical Raw Materials policy document aims to reduce primary material extraction, which is a key objective of the On circularity requirements for vehicle design policy document, thereby reinforcing its implementation.;;;;;;;;;;;;;;;;;;;;;;;;;;;
351;Net Zero Industry Act;Amending Directive 2008/98/EC on waste;+;1;The Net Zero Industry Act promotes waste reduction and recycling, which can enable the Amending Directive 2008/98/EC on waste policy document to achieve its objectives related to waste management.;;;;;;;;;;;;;;;;;;;;;;;;;;;
352;Amending Directive 2008/98/EC on waste;Net Zero Industry Act;+;1;The Amending Directive 2008/98/EC on waste policy document sets targets for waste recycling, which can be facilitated by the Net Zero Industry Act's focus on reducing waste generation.;;;;;;;;;;;;;;;;;;;;;;;;;;;
353;Energy from Renewable Sources;A Renovation Wave for Europe;+;2;The Energy from Renewable Sources policy document promotes the use of renewable energy, which can aid in the achievement of the A Renovation Wave for Europe policy document's objectives related to reducing energy consumption in buildings.;;;;;;;;;;;;;;;;;;;;;;;;;;;
354;A Renovation Wave for Europe;Energy from Renewable Sources;+;2;The A Renovation Wave for Europe policy document aims to reduce energy consumption in buildings, which is a key objective of the Energy from Renewable Sources policy document, thereby reinforcing its implementation.;;;;;;;;;;;;;;;;;;;;;;;;;;;
355;On the Energy Performance of Buildings (recast);Energy from Renewable Sources;+;1;The On the Energy Performance of Buildings (recast) policy document sets energy efficiency targets for buildings, which can be facilitated by the Energy from Renewable Sources policy document's focus on promoting renewable energy use.;;;;;;;;;;;;;;;;;;;;;;;;;;;
356;REPowerEU Plan;Energy from Renewable Sources;+;2;The REPowerEU Plan aims to increase renewable energy production, which is a key objective of the Energy from Renewable Sources policy document, thereby reinforcing its implementation.;;;;;;;;;;;;;;;;;;;;;;;;;;;
357;EU Solar Energy Strategy;Energy from Renewable Sources;+;1;The EU Solar Energy Strategy promotes solar energy production, which can aid in the achievement of the Energy from Renewable Sources policy document's objectives related to renewable energy production.;;;;;;;;;;;;;;;;;;;;;;;;;;;
358;Powering a Climate neutrality economy;Energy from Renewable Sources;+;1;The Powering a Climate neutrality economy policy document aims to promote climate neutrality, which is a key objective of the Energy from Renewable Sources policy document, thereby reinforcing its implementation.;;;;;;;;;;;;;;;;;;;;;;;;;;;
359;Delivering on the EU offshore renewable energy ambitions;Energy from Renewable Sources;+;1;The Delivering on the EU offshore renewable energy ambitions policy document sets targets for offshore renewable energy production, which can be facilitated by the Energy from Renewable Sources policy document's focus on promoting renewable energy use.;;;;;;;;;;;;;;;;;;;;;;;;;;;
360;European Climate Law;Energy from Renewable Sources;+;2;The European Climate Law sets a framework for reducing greenhouse gas emissions, which can reinforce the Energy from Renewable Sources policy document by promoting the use of renewable energy sources.;;;;;;;;;;;;;;;;;;;;;;;;;;;
361;Concerning urban wastewater treatment (recast);Amending Directive 2003/87/EC;+;1;The Concerning urban wastewater treatment (recast) policy document can enable the Amending Directive 2003/87/EC policy document by improving water quality, which can lead to increased use of renewable energy sources.;;;;;;;;;;;;;;;;;;;;;;;;;;;
362;Amending Directive 2003/87/EC;On an EU Strategy to reduce methane emissions;+;1;The Amending Directive 2003/87/EC policy document can aid the On an EU Strategy to reduce methane emissions policy document by reducing emissions from landfills and other waste management practices.;;;;;;;;;;;;;;;;;;;;;;;;;;;
363;Amending Regulations (EU) 2018/841;A Renovation Wave for Europe;+;2;The Amending Regulations (EU) 2018/841 policy document can reinforce the A Renovation Wave for Europe policy document by promoting energy efficiency in buildings, which can lead to increased use of renewable energy sources.;;;;;;;;;;;;;;;;;;;;;;;;;;;
364;On an EU Strategy to reduce methane emissions;Amending Directive 2003/87/EC;+;1;The On an EU Strategy to reduce methane emissions policy document can enable the Amending Directive 2003/87/EC policy document by reducing methane emissions from agricultural practices, which can lead to increased use of renewable energy sources.;;;;;;;;;;;;;;;;;;;;;;;;;;;
365;A Renovation Wave for Europe;Energy from Renewable Sources;+;2;The A Renovation Wave for Europe policy document can reinforce the Energy from Renewable Sources policy document by promoting energy efficiency in buildings, which can lead to increased use of renewable energy sources.;;;;;;;;;;;;;;;;;;;;;;;;;;;
366;Amending Directive 2003/87/EC;Biofuels - Directive (EU) 2023/2413;+;1;The Amending Directive 2003/87/EC policy document can aid the Biofuels - Directive (EU) 2023/2413 policy document by promoting the use of biofuels, which can lead to increased use of renewable energy sources.;;;;;;;;;;;;;;;;;;;;;;;;;;;
367;Biofuels - Directive (EU) 2023/2413;On ensuring a level playing field for sustainable air transport;+;1;The Biofuels - Directive (EU) 2023/2413 policy document can enable the On ensuring a level playing field for sustainable air transport policy document by promoting the use of sustainable aviation fuels, which can lead to increased use of renewable energy sources.;;;;;;;;;;;;;;;;;;;;;;;;;;;
368;On ensuring a level playing field for sustainable air transport;Aviation Fuel - Regulation (EU) 2023/2405;+;2;The On ensuring a level playing field for sustainable air transport policy document can reinforce the Aviation Fuel - Regulation (EU) 2023/2405 policy document by promoting the use of sustainable aviation fuels, which can lead to increased use of renewable energy sources.;;;;;;;;;;;;;;;;;;;;;;;;;;;
369;Aviation Fuel - Regulation (EU) 2023/2405;On the deployment of alternative fuels infrastructure;+;1;The Aviation Fuel - Regulation (EU) 2023/2405 policy document can aid the On the deployment of alternative fuels infrastructure policy document by promoting the use of sustainable aviation fuels, which can lead to increased use of renewable energy sources.;;;;;;;;;;;;;;;;;;;;;;;;;;;
